Age,Sex,Education,Income,BMI,GenHlth,Diabetes_012,count,noisy_count,noise_added,percent_error
Adult,0.0,3.0,3.0,Overweight,Poor,0.0,18,19,1,5.56
Adult,0.0,3.0,3.0,Overweight,Poor,1.0,2,2,0,0.0
Adult,0.0,3.0,3.0,Overweight,Poor,2.0,8,8,0,0.0
Adult,0.0,3.0,4.0,Normal,Fair,0.0,15,16,1,6.67
Adult,0.0,3.0,4.0,Normal,Fair,2.0,1,2,1,100.0
Adult,0.0,3.0,4.0,Normal,Good,0.0,10,8,-2,20.0
Adult,0.0,3.0,4.0,Normal,Poor,0.0,10,10,0,0.0
Adult,0.0,3.0,4.0,Normal,Poor,1.0,1,1,0,0.0
Adult,0.0,3.0,4.0,Normal,Poor,2.0,1,2,1,100.0
Adult,0.0,3.0,4.0,Obese,Fair,0.0,27,27,0,0.0
Adult,0.0,3.0,4.0,Obese,Fair,1.0,2,2,0,0.0
Adult,0.0,3.0,4.0,Obese,Fair,2.0,12,11,-1,8.33
Adult,0.0,3.0,4.0,Obese,Good,0.0,17,19,2,11.76
Adult,0.0,3.0,4.0,Obese,Good,2.0,3,5,2,66.67
Adult,0.0,3.0,4.0,Obese,Poor,0.0,24,24,0,0.0
Adult,0.0,3.0,4.0,Obese,Poor,1.0,2,1,-1,50.0
Adult,0.0,3.0,4.0,Obese,Poor,2.0,16,15,-1,6.25
Adult,0.0,3.0,4.0,Overweight,Fair,0.0,16,16,0,0.0
Adult,0.0,3.0,4.0,Overweight,Good,0.0,11,13,2,18.18
Adult,0.0,3.0,4.0,Overweight,Poor,0.0,23,24,1,4.35
Adult,0.0,3.0,4.0,Overweight,Poor,1.0,1,2,1,100.0
Adult,0.0,3.0,4.0,Overweight,Poor,2.0,4,8,4,100.0
Adult,0.0,3.0,5.0,Normal,Fair,0.0,16,16,0,0.0
Adult,0.0,3.0,5.0,Normal,Fair,1.0,1,3,2,200.0
Adult,0.0,3.0,5.0,Normal,Fair,2.0,1,1,0,0.0
Adult,0.0,3.0,5.0,Normal,Good,0.0,9,9,0,0.0
Adult,0.0,3.0,5.0,Normal,Poor,0.0,8,9,1,12.5
Adult,0.0,3.0,5.0,Normal,Poor,2.0,2,2,0,0.0
Adult,0.0,3.0,5.0,Obese,Fair,0.0,27,27,0,0.0
Adult,0.0,3.0,5.0,Obese,Fair,1.0,3,3,0,0.0
Adult,0.0,3.0,5.0,Obese,Fair,2.0,7,9,2,28.57
Adult,0.0,3.0,5.0,Obese,Good,0.0,16,16,0,0.0
Adult,0.0,3.0,5.0,Obese,Poor,0.0,14,20,6,42.86
Adult,0.0,3.0,5.0,Obese,Poor,1.0,5,4,-1,20.0
Adult,0.0,3.0,5.0,Obese,Poor,2.0,10,8,-2,20.0
Adult,0.0,3.0,5.0,Overweight,Fair,0.0,12,13,1,8.33
Adult,0.0,3.0,5.0,Overweight,Fair,1.0,1,0,-1,100.0
Adult,0.0,3.0,5.0,Overweight,Fair,2.0,3,3,0,0.0
Adult,0.0,3.0,5.0,Overweight,Good,0.0,17,18,1,5.88
Adult,0.0,3.0,5.0,Overweight,Poor,0.0,11,12,1,9.09
Adult,0.0,3.0,5.0,Overweight,Poor,1.0,1,0,-1,100.0
Adult,0.0,3.0,5.0,Overweight,Poor,2.0,5,4,-1,20.0
Adult,0.0,3.0,6.0,Normal,Fair,0.0,10,10,0,0.0
Adult,0.0,3.0,6.0,Normal,Good,0.0,8,11,3,37.5
Adult,0.0,3.0,6.0,Normal,Poor,0.0,5,3,-2,40.0
Adult,0.0,3.0,6.0,Normal,Poor,2.0,1,0,-1,100.0
Adult,0.0,3.0,6.0,Obese,Fair,0.0,13,13,0,0.0
Adult,0.0,3.0,6.0,Obese,Fair,1.0,1,1,0,0.0
Adult,0.0,3.0,6.0,Obese,Fair,2.0,3,5,2,66.67
Adult,0.0,3.0,6.0,Obese,Good,0.0,11,11,0,0.0
Adult,0.0,3.0,6.0,Obese,Poor,0.0,10,10,0,0.0
Adult,0.0,3.0,6.0,Obese,Poor,1.0,2,2,0,0.0
Adult,0.0,3.0,6.0,Obese,Poor,2.0,9,8,-1,11.11
Adult,0.0,3.0,6.0,Overweight,Fair,0.0,12,13,1,8.33
Adult,0.0,3.0,6.0,Overweight,Fair,1.0,1,0,-1,100.0
Adult,0.0,3.0,6.0,Overweight,Good,0.0,13,14,1,7.69
Adult,0.0,3.0,6.0,Overweight,Poor,0.0,3,2,-1,33.33
Adult,0.0,3.0,6.0,Overweight,Poor,2.0,2,2,0,0.0
Adult,0.0,3.0,7.0,Normal,Fair,0.0,7,8,1,14.29
Adult,0.0,3.0,7.0,Normal,Good,0.0,5,5,0,0.0
Adult,0.0,3.0,7.0,Normal,Poor,0.0,5,5,0,0.0
Adult,0.0,3.0,7.0,Normal,Poor,2.0,1,0,-1,100.0
Adult,0.0,3.0,7.0,Obese,Fair,0.0,12,13,1,8.33
Adult,0.0,3.0,7.0,Obese,Fair,2.0,1,0,-1,100.0
Adult,0.0,3.0,7.0,Obese,Good,0.0,8,6,-2,25.0
Adult,0.0,3.0,7.0,Obese,Poor,0.0,9,5,-4,44.44
Adult,0.0,3.0,7.0,Obese,Poor,1.0,2,2,0,0.0
Adult,0.0,3.0,7.0,Obese,Poor,2.0,3,2,-1,33.33
Adult,0.0,3.0,7.0,Overweight,Fair,0.0,11,12,1,9.09
Adult,0.0,3.0,7.0,Overweight,Fair,2.0,1,0,-1,100.0
Adult,0.0,3.0,7.0,Overweight,Good,0.0,9,10,1,11.11
Adult,0.0,3.0,7.0,Overweight,Good,2.0,1,1,0,0.0
Adult,0.0,3.0,7.0,Overweight,Poor,0.0,9,9,0,0.0
Adult,0.0,3.0,8.0,Normal,Fair,0.0,7,6,-1,14.29
Adult,0.0,3.0,8.0,Normal,Good,0.0,10,15,5,50.0
Adult,0.0,3.0,8.0,Obese,Fair,0.0,9,9,0,0.0
Adult,0.0,3.0,8.0,Obese,Good,0.0,8,9,1,12.5
Adult,0.0,3.0,8.0,Obese,Good,1.0,1,2,1,100.0
Adult,0.0,3.0,8.0,Obese,Good,2.0,1,2,1,100.0
Adult,0.0,3.0,8.0,Overweight,Fair,0.0,6,4,-2,33.33
Adult,0.0,3.0,8.0,Overweight,Fair,2.0,1,1,0,0.0
Adult,0.0,3.0,8.0,Overweight,Good,0.0,11,11,0,0.0
Adult,0.0,3.0,8.0,Overweight,Good,2.0,1,1,0,0.0
Adult,0.0,3.0,8.0,Overweight-Range,Poor,0.0,7,6,-1,14.29
Adult,0.0,4.0,1.0,Normal,Fair,0.0,35,33,-2,5.71
Adult,0.0,4.0,1.0,Normal,Fair,1.0,1,0,-1,100.0
Adult,0.0,4.0,1.0,Normal,Fair,2.0,5,6,1,20.0
Adult,0.0,4.0,1.0,Normal,Good,0.0,29,29,0,0.0
Adult,0.0,4.0,1.0,Normal,Good,1.0,1,1,0,0.0
Adult,0.0,4.0,1.0,Normal,Good,2.0,1,0,-1,100.0
Adult,0.0,4.0,1.0,Normal,Poor,0.0,49,47,-2,4.08
Adult,0.0,4.0,1.0,Normal,Poor,1.0,4,4,0,0.0
Adult,0.0,4.0,1.0,Normal,Poor,2.0,12,12,0,0.0
Adult,0.0,4.0,1.0,Obese,Fair,0.0,72,72,0,0.0
Adult,0.0,4.0,1.0,Obese,Fair,1.0,5,5,0,0.0
Adult,0.0,4.0,1.0,Obese,Fair,2.0,23,23,0,0.0
Adult,0.0,4.0,1.0,Obese,Good,0.0,39,40,1,2.56
Adult,0.0,4.0,1.0,Obese,Good,2.0,6,8,2,33.33
Adult,0.0,4.0,1.0,Obese,Poor,0.0,140,140,0,0.0
Adult,0.0,4.0,1.0,Obese,Poor,1.0,11,10,-1,9.09
Adult,0.0,4.0,1.0,Obese,Poor,2.0,77,74,-3,3.9
Adult,0.0,4.0,1.0,Overweight,Fair,0.0,51,51,0,0.0
Adult,0.0,4.0,1.0,Overweight,Fair,1.0,2,2,0,0.0
Adult,0.0,4.0,1.0,Overweight,Fair,2.0,5,7,2,40.0
Adult,0.0,4.0,1.0,Overweight,Good,0.0,40,37,-3,7.5
Adult,0.0,4.0,1.0,Overweight,Good,1.0,1,3,2,200.0
Adult,0.0,4.0,1.0,Overweight,Good,2.0,4,5,1,25.0
Adult,0.0,4.0,1.0,Overweight,Poor,0.0,76,76,0,0.0
Adult,0.0,4.0,1.0,Overweight,Poor,1.0,2,1,-1,50.0
Adult,0.0,4.0,1.0,Overweight,Poor,2.0,20,19,-1,5.0
Adult,0.0,4.0,1.0,Underweight,Fair,0.0,5,6,1,20.0
Adult,0.0,4.0,1.0,Underweight,Good,0.0,4,4,0,0.0
Adult,0.0,4.0,1.0,Underweight,Good,2.0,1,1,0,0.0
Adult,0.0,4.0,2.0,Normal,Fair,0.0,21,20,-1,4.76
Adult,0.0,4.0,2.0,Normal,Fair,1.0,1,0,-1,100.0
Adult,0.0,4.0,2.0,Normal,Fair,2.0,1,0,-1,100.0
Adult,0.0,4.0,2.0,Normal,Good,0.0,32,32,0,0.0
Adult,0.0,4.0,2.0,Normal,Good,2.0,2,2,0,0.0
Adult,0.0,4.0,2.0,Normal,Poor,0.0,23,23,0,0.0
Adult,0.0,4.0,2.0,Normal,Poor,1.0,2,2,0,0.0
Adult,0.0,4.0,2.0,Normal,Poor,2.0,7,6,-1,14.29
Adult,0.0,4.0,2.0,Obese,Fair,0.0,91,89,-2,2.2
Adult,0.0,4.0,2.0,Obese,Fair,1.0,4,4,0,0.0
Adult,0.0,4.0,2.0,Obese,Fair,2.0,23,24,1,4.35
Adult,0.0,4.0,2.0,Obese,Good,0.0,41,41,0,0.0
Adult,0.0,4.0,2.0,Obese,Good,2.0,6,5,-1,16.67
Adult,0.0,4.0,2.0,Obese,Poor,0.0,109,107,-2,1.83
Adult,0.0,4.0,2.0,Obese,Poor,1.0,5,3,-2,40.0
Adult,0.0,4.0,2.0,Obese,Poor,2.0,80,81,1,1.25
Adult,0.0,4.0,2.0,Overweight,Fair,0.0,46,45,-1,2.17
Adult,0.0,4.0,2.0,Overweight,Fair,2.0,7,7,0,0.0
Adult,0.0,4.0,2.0,Overweight,Good,0.0,31,37,6,19.35
Adult,0.0,4.0,2.0,Overweight,Good,1.0,1,0,-1,100.0
Adult,0.0,4.0,2.0,Overweight,Good,2.0,2,0,-2,100.0
Adult,0.0,4.0,2.0,Overweight,Poor,0.0,45,44,-1,2.22
Adult,0.0,4.0,2.0,Overweight,Poor,1.0,2,5,3,150.0
Adult,0.0,4.0,2.0,Overweight,Poor,2.0,17,16,-1,5.88
Adult,0.0,4.0,2.0,Underweight,Poor,0.0,5,4,-1,20.0
Adult,0.0,4.0,3.0,Normal,Fair,0.0,38,38,0,0.0
Adult,0.0,4.0,3.0,Normal,Fair,1.0,3,3,0,0.0
Adult,0.0,4.0,3.0,Normal,Fair,2.0,2,3,1,50.0
Adult,0.0,4.0,3.0,Normal,Good,0.0,41,40,-1,2.44
Adult,0.0,4.0,3.0,Normal,Good,2.0,2,2,0,0.0
Adult,0.0,4.0,3.0,Normal,Poor,0.0,44,45,1,2.27
Adult,0.0,4.0,3.0,Normal,Poor,1.0,1,1,0,0.0
Adult,0.0,4.0,3.0,Normal,Poor,2.0,6,7,1,16.67
Adult,0.0,4.0,3.0,Obese,Fair,0.0,118,121,3,2.54
Adult,0.0,4.0,3.0,Obese,Fair,1.0,6,7,1,16.67
Adult,0.0,4.0,3.0,Obese,Fair,2.0,33,37,4,12.12
Adult,0.0,4.0,3.0,Obese,Good,0.0,86,84,-2,2.33
Adult,0.0,4.0,3.0,Obese,Good,1.0,2,2,0,0.0
Adult,0.0,4.0,3.0,Obese,Good,2.0,5,6,1,20.0
Adult,0.0,4.0,3.0,Obese,Poor,0.0,109,108,-1,0.92
Adult,0.0,4.0,3.0,Obese,Poor,1.0,5,5,0,0.0
Adult,0.0,4.0,3.0,Obese,Poor,2.0,61,59,-2,3.28
Adult,0.0,4.0,3.0,Overweight,Fair,0.0,66,66,0,0.0
Adult,0.0,4.0,3.0,Overweight,Fair,1.0,2,1,-1,50.0
Adult,0.0,4.0,3.0,Overweight,Fair,2.0,9,10,1,11.11
Adult,0.0,4.0,3.0,Overweight,Good,0.0,73,73,0,0.0
Adult,0.0,4.0,3.0,Overweight,Good,1.0,2,1,-1,50.0
Adult,0.0,4.0,3.0,Overweight,Good,2.0,1,2,1,100.0
Adult,0.0,4.0,3.0,Overweight,Poor,0.0,52,53,1,1.92
Adult,0.0,4.0,3.0,Overweight,Poor,2.0,18,18,0,0.0
Adult,0.0,4.0,3.0,Underweight,Good,0.0,5,5,0,0.0
Adult,0.0,4.0,3.0,Underweight,Poor,0.0,5,3,-2,40.0
Adult,0.0,4.0,4.0,Normal,Fair,0.0,60,57,-3,5.0
Adult,0.0,4.0,4.0,Normal,Fair,2.0,4,5,1,25.0
Adult,0.0,4.0,4.0,Normal,Good,0.0,76,76,0,0.0
Adult,0.0,4.0,4.0,Normal,Poor,0.0,27,28,1,3.7
Adult,0.0,4.0,4.0,Normal,Poor,2.0,3,2,-1,33.33
Adult,0.0,4.0,4.0,Obese,Fair,0.0,119,119,0,0.0
Adult,0.0,4.0,4.0,Obese,Fair,1.0,4,3,-1,25.0
Adult,0.0,4.0,4.0,Obese,Fair,2.0,34,32,-2,5.88
Adult,0.0,4.0,4.0,Obese,Good,0.0,97,97,0,0.0
Adult,0.0,4.0,4.0,Obese,Good,1.0,2,2,0,0.0
Adult,0.0,4.0,4.0,Obese,Good,2.0,11,6,-5,45.45
Adult,0.0,4.0,4.0,Obese,Poor,0.0,80,77,-3,3.75
Adult,0.0,4.0,4.0,Obese,Poor,1.0,6,7,1,16.67
Adult,0.0,4.0,4.0,Obese,Poor,2.0,59,60,1,1.69
Adult,0.0,4.0,4.0,Overweight,Fair,0.0,90,89,-1,1.11
Adult,0.0,4.0,4.0,Overweight,Fair,1.0,5,7,2,40.0
Adult,0.0,4.0,4.0,Overweight,Fair,2.0,9,7,-2,22.22
Adult,0.0,4.0,4.0,Overweight,Good,0.0,108,107,-1,0.93
Adult,0.0,4.0,4.0,Overweight,Good,2.0,1,0,-1,100.0
Adult,0.0,4.0,4.0,Overweight,Poor,0.0,51,51,0,0.0
Adult,0.0,4.0,4.0,Overweight,Poor,1.0,2,2,0,0.0
Adult,0.0,4.0,4.0,Overweight,Poor,2.0,26,24,-2,7.69
Adult,0.0,4.0,4.0,Underweight,Good,0.0,5,5,0,0.0
Adult,0.0,4.0,4.0,Underweight,Poor,0.0,8,8,0,0.0
Adult,0.0,4.0,4.0,Underweight,Poor,2.0,1,1,0,0.0
Adult,0.0,4.0,5.0,Normal,Fair,0.0,71,70,-1,1.41
Adult,0.0,4.0,5.0,Normal,Fair,1.0,1,2,1,100.0
Adult,0.0,4.0,5.0,Normal,Fair,2.0,1,1,0,0.0
Adult,0.0,4.0,5.0,Normal,Good,0.0,112,113,1,0.89
Adult,0.0,4.0,5.0,Normal,Good,2.0,1,1,0,0.0
Adult,0.0,4.0,5.0,Normal,Poor,0.0,21,20,-1,4.76
Adult,0.0,4.0,5.0,Normal,Poor,1.0,1,1,0,0.0
Adult,0.0,4.0,5.0,Normal,Poor,2.0,5,4,-1,20.0
Adult,0.0,4.0,5.0,Obese,Fair,0.0,155,155,0,0.0
Adult,0.0,4.0,5.0,Obese,Fair,1.0,6,6,0,0.0
Adult,0.0,4.0,5.0,Obese,Fair,2.0,42,45,3,7.14
Adult,0.0,4.0,5.0,Obese,Good,0.0,127,127,0,0.0
Adult,0.0,4.0,5.0,Obese,Good,1.0,2,0,-2,100.0
