Age,Sex,Education,Income,BMI,GenHlth,Diabetes_012,count,noisy_count,noise_added,percent_error
Adult,0,2,3,Normal,Poor,0,6,6,0,0.0
Adult,0,2,3,Normal,Poor,1,1,1,0,0.0
Adult,0,2,3,Normal,Poor,2,1,2,1,100.0
Adult,0,2,3,Obese,Fair,0,14,13,-1,7.14
Adult,0,2,3,Obese,Fair,2,5,3,-2,40.0
Adult,0,2,3,Obese,Good,0,8,8,0,0.0
Adult,0,2,3,Obese,Good,1,1,1,0,0.0
Adult,0,2,3,Obese,Poor,0,22,20,-2,9.09
Adult,0,2,3,Obese,Poor,1,2,4,2,100.0
Adult,0,2,3,Obese,Poor,2,12,13,1,8.33
Adult,0,2,3,Overweight,Fair,0,13,13,0,0.0
Adult,0,2,3,Overweight,Fair,1,1,1,0,0.0
Adult,0,2,3,Overweight,Good,0,8,7,-1,12.5
Adult,0,2,3,Overweight,Poor,0,9,8,-1,11.11
Adult,0,2,3,Overweight,Poor,1,1,3,2,200.0
Adult,0,2,3,Overweight,Poor,2,4,4,0,0.0
Adult,0,2,4,Normal,Fair,0,6,9,3,50.0
Adult,0,2,4,Normal,Good,0,5,5,0,0.0
Adult,0,2,4,Normal,Poor,0,3,3,0,0.0
Adult,0,2,4,Normal,Poor,1,2,3,1,50.0
Adult,0,2,4,Obese,Fair,0,13,12,-1,7.69
Adult,0,2,4,Obese,Fair,2,1,1,0,0.0
Adult,0,2,4,Obese,Good,0,6,4,-2,33.33
Adult,0,2,4,Obese,Good,1,1,1,0,0.0
Adult,0,2,4,Obese,Good,2,1,3,2,200.0
Adult,0,2,4,Obese,Poor,0,14,13,-1,7.14
Adult,0,2,4,Obese,Poor,1,2,2,0,0.0
Adult,0,2,4,Obese,Poor,2,4,4,0,0.0
Adult,0,2,4,Overweight,Fair,0,6,6,0,0.0
Adult,0,2,4,Overweight,Fair,2,1,0,-1,100.0
Adult,0,2,4,Overweight,Good,0,6,8,2,33.33
Adult,0,2,4,Overweight,Poor,0,7,11,4,57.14
Adult,0,2,4,Overweight,Poor,1,1,1,0,0.0
Adult,0,2,5,Any,Good,0,4,3,-1,25.0
Adult,0,2,5,Any,Good,1,1,1,0,0.0
Adult,0,2,5,Normal,Fair,0,5,3,-2,40.0
Adult,0,2,5,Obese,Fair,0,10,10,0,0.0
Adult,0,2,5,Obese,Fair,1,1,2,1,100.0
Adult,0,2,5,Obese,Good,0,4,4,0,0.0
Adult,0,2,5,Obese,Good,2,1,1,0,0.0
Adult,0,2,5,Obese,Poor,0,6,6,0,0.0
Adult,0,2,5,Obese,Poor,1,2,0,-2,100.0
Adult,0,2,5,Obese,Poor,2,7,7,0,0.0
Adult,0,2,5,Overweight,Fair,0,12,11,-1,8.33
Adult,0,2,5,Overweight,Poor,0,5,5,0,0.0
Adult,0,2,5,Overweight,Poor,1,1,2,1,100.0
Adult,0,2,5,Overweight,Poor,2,4,8,4,100.0
Adult,0,2,6,Any,Poor,0,6,5,-1,16.67
Adult,0,2,6,Normal,Fair,0,7,8,1,14.29
Adult,0,2,6,Obese,Fair,0,7,7,0,0.0
Adult,0,2,6,Obese,Fair,2,1,1,0,0.0
Adult,0,2,6,Obese,Poor,0,3,3,0,0.0
Adult,0,2,6,Obese,Poor,1,2,2,0,0.0
Adult,0,2,6,Obese,Poor,2,2,2,0,0.0
Adult,0,2,6,Overweight,Fair,0,9,9,0,0.0
Adult,0,2,6,Overweight-Range,Good,0,5,4,-1,20.0
Adult,0,2,7,Any,Fair,0,6,6,0,0.0
Adult,0,2,7,Overweight,Good,0,4,6,2,50.0
Adult,0,2,7,Overweight,Good,2,1,0,-1,100.0
Adult,0,2,8,Overweight-Range,Good,0,5,5,0,0.0
Adult,0,3,1,Normal,Fair,0,11,11,0,0.0
Adult,0,3,1,Normal,Fair,2,1,1,0,0.0
Adult,0,3,1,Normal,Good,0,9,9,0,0.0
Adult,0,3,1,Normal,Good,1,1,2,1,100.0
Adult,0,3,1,Normal,Good,2,2,2,0,0.0
Adult,0,3,1,Normal,Poor,0,24,24,0,0.0
Adult,0,3,1,Normal,Poor,1,2,2,0,0.0
Adult,0,3,1,Normal,Poor,2,2,3,1,50.0
Adult,0,3,1,Obese,Fair,0,23,23,0,0.0
Adult,0,3,1,Obese,Fair,1,1,0,-1,100.0
Adult,0,3,1,Obese,Fair,2,5,5,0,0.0
Adult,0,3,1,Obese,Good,0,12,10,-2,16.67
Adult,0,3,1,Obese,Good,1,1,1,0,0.0
Adult,0,3,1,Obese,Good,2,2,1,-1,50.0
Adult,0,3,1,Obese,Poor,0,57,57,0,0.0
Adult,0,3,1,Obese,Poor,1,5,5,0,0.0
Adult,0,3,1,Obese,Poor,2,51,51,0,0.0
Adult,0,3,1,Overweight,Fair,0,28,26,-2,7.14
Adult,0,3,1,Overweight,Fair,2,3,2,-1,33.33
Adult,0,3,1,Overweight,Good,0,6,7,1,16.67
Adult,0,3,1,Overweight,Good,2,1,2,1,100.0
Adult,0,3,1,Overweight,Poor,0,36,36,0,0.0
Adult,0,3,1,Overweight,Poor,1,4,7,3,75.0
Adult,0,3,1,Overweight,Poor,2,9,9,0,0.0
Adult,0,3,1,Underweight,Poor,0,6,6,0,0.0
Adult,0,3,2,Normal,Fair,0,10,9,-1,10.0
Adult,0,3,2,Normal,Good,0,7,6,-1,14.29
Adult,0,3,2,Normal,Poor,0,8,9,1,12.5
Adult,0,3,2,Normal,Poor,1,1,0,-1,100.0
Adult,0,3,2,Obese,Fair,0,32,33,1,3.12
Adult,0,3,2,Obese,Fair,2,7,7,0,0.0
Adult,0,3,2,Obese,Good,0,11,11,0,0.0
Adult,0,3,2,Obese,Good,2,2,3,1,50.0
Adult,0,3,2,Obese,Poor,0,32,32,0,0.0
Adult,0,3,2,Obese,Poor,1,5,5,0,0.0
Adult,0,3,2,Obese,Poor,2,24,25,1,4.17
Adult,0,3,2,Overweight,Fair,0,16,17,1,6.25
Adult,0,3,2,Overweight,Fair,2,3,8,5,166.67
Adult,0,3,2,Overweight,Good,0,7,7,0,0.0
Adult,0,3,2,Overweight,Good,2,1,1,0,0.0
Adult,0,3,2,Overweight,Poor,0,21,22,1,4.76
Adult,0,3,2,Overweight,Poor,1,1,0,-1,100.0
Adult,0,3,2,Overweight,Poor,2,3,1,-2,66.67
Adult,0,3,3,Normal,Fair,0,11,10,-1,9.09
Adult,0,3,3,Normal,Fair,2,1,1,0,0.0
Adult,0,3,3,Normal,Good,0,8,8,0,0.0
Adult,0,3,3,Normal,Poor,0,15,15,0,0.0
Adult,0,3,3,Normal,Poor,1,1,3,2,200.0
Adult,0,3,3,Normal,Poor,2,1,0,-1,100.0
Adult,0,3,3,Obese,Fair,0,38,40,2,5.26
Adult,0,3,3,Obese,Fair,1,2,2,0,0.0
Adult,0,3,3,Obese,Fair,2,8,9,1,12.5
Adult,0,3,3,Obese,Good,0,11,12,1,9.09
Adult,0,3,3,Obese,Good,1,1,1,0,0.0
Adult,0,3,3,Obese,Good,2,1,1,0,0.0
Adult,0,3,3,Obese,Poor,0,31,31,0,0.0
Adult,0,3,3,Obese,Poor,1,2,3,1,50.0
Adult,0,3,3,Obese,Poor,2,25,23,-2,8.0
Adult,0,3,3,Overweight,Fair,0,27,30,3,11.11
Adult,0,3,3,Overweight,Fair,1,1,1,0,0.0
Adult,0,3,3,Overweight,Fair,2,2,1,-1,50.0
Adult,0,3,3,Overweight,Good,0,18,18,0,0.0
Adult,0,3,3,Overweight,Poor,0,18,21,3,16.67
Adult,0,3,3,Overweight,Poor,1,2,1,-1,50.0
Adult,0,3,3,Overweight,Poor,2,8,8,0,0.0
Adult,0,3,4,Normal,Fair,0,15,16,1,6.67
Adult,0,3,4,Normal,Fair,2,1,0,-1,100.0
Adult,0,3,4,Normal,Good,0,10,10,0,0.0
Adult,0,3,4,Normal,Poor,0,10,9,-1,10.0
Adult,0,3,4,Normal,Poor,1,1,1,0,0.0
Adult,0,3,4,Normal,Poor,2,1,2,1,100.0
Adult,0,3,4,Obese,Fair,0,27,27,0,0.0
Adult,0,3,4,Obese,Fair,1,2,1,-1,50.0
Adult,0,3,4,Obese,Fair,2,12,11,-1,8.33
Adult,0,3,4,Obese,Good,0,17,17,0,0.0
Adult,0,3,4,Obese,Good,2,3,3,0,0.0
Adult,0,3,4,Obese,Poor,0,24,24,0,0.0
Adult,0,3,4,Obese,Poor,1,2,2,0,0.0
Adult,0,3,4,Obese,Poor,2,16,16,0,0.0
Adult,0,3,4,Overweight,Fair,0,16,16,0,0.0
Adult,0,3,4,Overweight,Good,0,11,11,0,0.0
Adult,0,3,4,Overweight,Poor,0,23,23,0,0.0
Adult,0,3,4,Overweight,Poor,1,1,1,0,0.0
Adult,0,3,4,Overweight,Poor,2,4,3,-1,25.0
Adult,0,3,5,Normal,Fair,0,16,16,0,0.0
Adult,0,3,5,Normal,Fair,1,1,2,1,100.0
Adult,0,3,5,Normal,Fair,2,1,1,0,0.0
Adult,0,3,5,Normal,Good,0,9,11,2,22.22
Adult,0,3,5,Normal,Poor,0,8,7,-1,12.5
Adult,0,3,5,Normal,Poor,2,2,1,-1,50.0
Adult,0,3,5,Obese,Fair,0,27,27,0,0.0
Adult,0,3,5,Obese,Fair,1,3,2,-1,33.33
Adult,0,3,5,Obese,Fair,2,7,4,-3,42.86
Adult,0,3,5,Obese,Good,0,16,15,-1,6.25
Adult,0,3,5,Obese,Poor,0,14,16,2,14.29
Adult,0,3,5,Obese,Poor,1,5,4,-1,20.0
Adult,0,3,5,Obese,Poor,2,10,10,0,0.0
Adult,0,3,5,Overweight,Fair,0,12,11,-1,8.33
Adult,0,3,5,Overweight,Fair,1,1,0,-1,100.0
Adult,0,3,5,Overweight,Fair,2,3,0,-3,100.0
Adult,0,3,5,Overweight,Good,0,17,19,2,11.76
Adult,0,3,5,Overweight,Poor,0,11,10,-1,9.09
Adult,0,3,5,Overweight,Poor,1,1,1,0,0.0
Adult,0,3,5,Overweight,Poor,2,5,6,1,20.0
Adult,0,3,6,Normal,Fair,0,10,10,0,0.0
Adult,0,3,6,Normal,Good,0,8,8,0,0.0
Adult,0,3,6,Normal,Poor,0,5,6,1,20.0
Adult,0,3,6,Normal,Poor,2,1,0,-1,100.0
Adult,0,3,6,Obese,Fair,0,13,12,-1,7.69
Adult,0,3,6,Obese,Fair,1,1,0,-1,100.0
Adult,0,3,6,Obese,Fair,2,3,2,-1,33.33
Adult,0,3,6,Obese,Good,0,11,11,0,0.0
Adult,0,3,6,Obese,Poor,0,10,13,3,30.0
Adult,0,3,6,Obese,Poor,1,2,0,-2,100.0
Adult,0,3,6,Obese,Poor,2,9,9,0,0.0
Adult,0,3,6,Overweight,Fair,0,12,12,0,0.0
Adult,0,3,6,Overweight,Fair,1,1,0,-1,100.0
Adult,0,3,6,Overweight,Good,0,13,11,-2,15.38
Adult,0,3,6,Overweight,Poor,0,3,2,-1,33.33
Adult,0,3,6,Overweight,Poor,2,2,3,1,50.0
Adult,0,3,7,Normal,Fair,0,7,7,0,0.0
Adult,0,3,7,Normal,Good,0,5,5,0,0.0
Adult,0,3,7,Normal,Poor,0,5,4,-1,20.0
Adult,0,3,7,Normal,Poor,2,1,1,0,0.0
Adult,0,3,7,Obese,Fair,0,12,11,-1,8.33
Adult,0,3,7,Obese,Fair,2,1,2,1,100.0
Adult,0,3,7,Obese,Good,0,8,8,0,0.0
Adult,0,3,7,Obese,Poor,0,9,9,0,0.0
Adult,0,3,7,Obese,Poor,1,2,1,-1,50.0
Adult,0,3,7,Obese,Poor,2,3,3,0,0.0
Adult,0,3,7,Overweight,Fair,0,11,11,0,0.0
Adult,0,3,7,Overweight,Fair,2,1,1,0,0.0
Adult,0,3,7,Overweight,Good,0,9,10,1,11.11
Adult,0,3,7,Overweight,Good,2,1,1,0,0.0
Adult,0,3,7,Overweight,Poor,0,9,10,1,11.11
Adult,0,3,8,Normal,Fair,0,7,5,-2,28.57
Adult,0,3,8,Normal,Good,0,10,10,0,0.0
Adult,0,3,8,Obese,Fair,0,9,9,0,0.0
Adult,0,3,8,Obese,Good,0,8,8,0,0.0
Adult,0,3,8,Obese,Good,1,1,0,-1,100.0
Adult,0,3,8,Obese,Good,2,1,1,0,0.0
Adult,0,3,8,Overweight,Fair,0,6,9,3,50.0
Adult,0,3,8,Overweight,Fair,2,1,0,-1,100.0
Adult,0,3,8,Overweight,Good,0,11,10,-1,9.09
Adult,0,3,8,Overweight,Good,2,1,0,-1,100.0
Adult,0,3,8,Overweight-Range,Poor,0,7,6,-1,14.29
Adult,0,4,1,Normal,Fair,0,35,35,0,0.0
Adult,0,4,1,Normal,Fair,1,1,0,-1,100.0
Adult,0,4,1,Normal,Fair,2,5,4,-1,20.0
Adult,0,4,1,Normal,Good,0,28,29,1,3.57
Adult,0,4,1,Normal,Good,1,1,1,0,0.0
Adult,0,4,1,Normal,Good,2,1,0,-1,100.0
Adult,0,4,1,Normal,Poor,0,49,49,0,0.0
Adult,0,4,1,Normal,Poor,1,4,4,0,0.0
Adult,0,4,1,Normal,Poor,2,12,12,0,0.0
Adult,0,4,1,Obese,Fair,0,72,71,-1,1.39
Adult,0,4,1,Obese,Fair,1,5,6,1,20.0
Adult,0,4,1,Obese,Fair,2,23,25,2,8.7
Adult,0,4,1,Obese,Good,0,39,37,-2,5.13
Adult,0,4,1,Obese,Good,2,6,6,0,0.0
Adult,0,4,1,Obese,Poor,0,140,140,0,0.0
Adult,0,4,1,Obese,Poor,1,11,12,1,9.09
Adult,0,4,1,Obese,Poor,2,77,77,0,0.0
Adult,0,4,1,Overweight,Fair,0,51,51,0,0.0
Adult,0,4,1,Overweight,Fair,1,2,6,4,200.0
Adult,0,4,1,Overweight,Fair,2,5,7,2,40.0
Adult,0,4,1,Overweight,Good,0,40,39,-1,2.5
Adult,0,4,1,Overweight,Good,1,1,2,1,100.0
Adult,0,4,1,Overweight,Good,2,4,6,2,50.0
Adult,0,4,1,Overweight,Poor,0,76,74,-2,2.63
Adult,0,4,1,Overweight,Poor,1,2,0,-2,100.0
Adult,0,4,1,Overweight,Poor,2,20,21,1,5.0
Adult,0,4,1,Underweight,Fair,0,5,6,1,20.0
Adult,0,4,1,Underweight,Good,0,4,7,3,75.0
Adult,0,4,1,Underweight,Good,2,1,1,0,0.0
Adult,0,4,2,Normal,Fair,0,21,23,2,9.52
Adult,0,4,2,Normal,Fair,1,1,0,-1,100.0
Adult,0,4,2,Normal,Fair,2,1,3,2,200.0
Adult,0,4,2,Normal,Good,0,31,32,1,3.23
Adult,0,4,2,Normal,Good,2,2,2,0,0.0
Adult,0,4,2,Normal,Poor,0,23,24,1,4.35
Adult,0,4,2,Normal,Poor,1,2,2,0,0.0
Adult,0,4,2,Normal,Poor,2,7,8,1,14.29
Adult,0,4,2,Obese,Fair,0,91,91,0,0.0
Adult,0,4,2,Obese,Fair,1,4,4,0,0.0
Adult,0,4,2,Obese,Fair,2,23,24,1,4.35
Adult,0,4,2,Obese,Good,0,41,44,3,7.32
Adult,0,4,2,Obese,Good,2,6,5,-1,16.67
Adult,0,4,2,Obese,Poor,0,109,109,0,0.0
Adult,0,4,2,Obese,Poor,1,5,7,2,40.0
Adult,0,4,2,Obese,Poor,2,80,79,-1,1.25
Adult,0,4,2,Overweight,Fair,0,46,45,-1,2.17
Adult,0,4,2,Overweight,Fair,2,7,7,0,0.0
Adult,0,4,2,Overweight,Good,0,31,30,-1,3.23
Adult,0,4,2,Overweight,Good,1,1,2,1,100.0
Adult,0,4,2,Overweight,Good,2,2,1,-1,50.0
Adult,0,4,2,Overweight,Poor,0,45,47,2,4.44
Adult,0,4,2,Overweight,Poor,1,2,3,1,50.0
Adult,0,4,2,Overweight,Poor,2,17,19,2,11.76
Adult,0,4,2,Underweight,Poor,0,5,7,2,40.0
Adult,0,4,3,Normal,Fair,0,38,40,2,5.26
Adult,0,4,3,Normal,Fair,1,3,4,1,33.33
Adult,0,4,3,Normal,Fair,2,2,4,2,100.0
Adult,0,4,3,Normal,Good,0,41,39,-2,4.88
Adult,0,4,3,Normal,Good,2,2,1,-1,50.0
Adult,0,4,3,Normal,Poor,0,44,47,3,6.82
Adult,0,4,3,Normal,Poor,1,1,1,0,0.0
Adult,0,4,3,Normal,Poor,2,6,7,1,16.67
Adult,0,4,3,Obese,Fair,0,116,118,2,1.72
Adult,0,4,3,Obese,Fair,1,6,6,0,0.0
Adult,0,4,3,Obese,Fair,2,33,34,1,3.03
Adult,0,4,3,Obese,Good,0,84,83,-1,1.19
Adult,0,4,3,Obese,Good,1,2,2,0,0.0
Adult,0,4,3,Obese,Good,2,5,4,-1,20.0
Adult,0,4,3,Obese,Poor,0,109,108,-1,0.92
Adult,0,4,3,Obese,Poor,1,5,5,0,0.0
Adult,0,4,3,Obese,Poor,2,61,62,1,1.64
Adult,0,4,3,Overweight,Fair,0,65,65,0,0.0
Adult,0,4,3,Overweight,Fair,1,2,0,-2,100.0
Adult,0,4,3,Overweight,Fair,2,9,10,1,11.11
Adult,0,4,3,Overweight,Good,0,72,75,3,4.17
Adult,0,4,3,Overweight,Good,1,2,4,2,100.0
Adult,0,4,3,Overweight,Good,2,1,0,-1,100.0
Adult,0,4,3,Overweight,Poor,0,52,53,1,1.92
Adult,0,4,3,Overweight,Poor,2,18,18,0,0.0
Adult,0,4,3,Underweight,Good,0,5,5,0,0.0
Adult,0,4,3,Underweight,Poor,0,5,5,0,0.0
Adult,0,4,4,Normal,Fair,0,59,57,-2,3.39
Adult,0,4,4,Normal,Fair,2,4,5,1,25.0
Adult,0,4,4,Normal,Good,0,76,76,0,0.0
Adult,0,4,4,Normal,Poor,0,27,28,1,3.7
Adult,0,4,4,Normal,Poor,2,3,3,0,0.0
Adult,0,4,4,Obese,Fair,0,119,120,1,0.84
Adult,0,4,4,Obese,Fair,1,4,4,0,0.0
Adult,0,4,4,Obese,Fair,2,34,35,1,2.94
Adult,0,4,4,Obese,Good,0,97,98,1,1.03
Adult,0,4,4,Obese,Good,1,2,0,-2,100.0
Adult,0,4,4,Obese,Good,2,11,12,1,9.09
Adult,0,4,4,Obese,Poor,0,80,79,-1,1.25
Adult,0,4,4,Obese,Poor,1,6,6,0,0.0
Adult,0,4,4,Obese,Poor,2,59,60,1,1.69
Adult,0,4,4,Overweight,Fair,0,88,88,0,0.0
Adult,0,4,4,Overweight,Fair,1,5,5,0,0.0
Adult,0,4,4,Overweight,Fair,2,9,9,0,0.0
Adult,0,4,4,Overweight,Good,0,107,108,1,0.93
Adult,0,4,4,Overweight,Good,2,1,2,1,100.0
Adult,0,4,4,Overweight,Poor,0,51,48,-3,5.88
Adult,0,4,4,Overweight,Poor,1,2,4,2,100.0
Adult,0,4,4,Overweight,Poor,2,26,26,0,0.0
Adult,0,4,4,Underweight,Good,0,5,6,1,20.0
Adult,0,4,4,Underweight,Poor,0,8,10,2,25.0
Adult,0,4,4,Underweight,Poor,2,1,1,0,0.0
Adult,0,4,5,Normal,Fair,0,69,68,-1,1.45
Adult,0,4,5,Normal,Fair,1,1,1,0,0.0
Adult,0,4,5,Normal,Fair,2,1,1,0,0.0
Adult,0,4,5,Normal,Good,0,108,108,0,0.0
Adult,0,4,5,Normal,Good,2,1,2,1,100.0
Adult,0,4,5,Normal,Poor,0,21,19,-2,9.52
Adult,0,4,5,Normal,Poor,1,1,0,-1,100.0
Adult,0,4,5,Normal,Poor,2,5,5,0,0.0
Adult,0,4,5,Obese,Fair,0,151,148,-3,1.99
Adult,0,4,5,Obese,Fair,1,6,10,4,66.67
Adult,0,4,5,Obese,Fair,2,42,41,-1,2.38
Adult,0,4,5,Obese,Good,0,127,130,3,2.36
Adult,0,4,5,Obese,Good,1,2,3,1,50.0
Adult,0,4,5,Obese,Good,2,13,13,0,0.0
Adult,0,4,5,Obese,Poor,0,68,67,-1,1.47
Adult,0,4,5,Obese,Poor,1,4,5,1,25.0
Adult,0,4,5,Obese,Poor,2,39,40,1,2.56
Adult,0,4,5,Overweight,Fair,0,70,70,0,0.0
Adult,0,4,5,Overweight,Fair,1,2,5,3,150.0
Adult,0,4,5,Overweight,Fair,2,8,8,0,0.0
Adult,0,4,5,Overweight,Good,0,130,129,-1,0.77
Adult,0,4,5,Overweight,Good,1,1,1,0,0.0
Adult,0,4,5,Overweight,Good,2,3,4,1,33.33
Adult,0,4,5,Overweight,Poor,0,31,31,0,0.0
Adult,0,4,5,Overweight,Poor,1,2,2,0,0.0
Adult,0,4,5,Overweight,Poor,2,7,7,0,0.0
Adult,0,4,6,Normal,Fair,0,77,78,1,1.3
Adult,0,4,6,Normal,Good,0,150,148,-2,1.33
Adult,0,4,6,Normal,Good,1,2,4,2,100.0
Adult,0,4,6,Normal,Good,2,2,2,0,0.0
Adult,0,4,6,Normal,Poor,0,28,29,1,3.57
Adult,0,4,6,Normal,Poor,1,2,0,-2,100.0
Adult,0,4,6,Normal,Poor,2,6,6,0,0.0
Adult,0,4,6,Obese,Fair,0,174,168,-6,3.45
Adult,0,4,6,Obese,Fair,1,3,5,2,66.67
Adult,0,4,6,Obese,Fair,2,28,28,0,0.0
Adult,0,4,6,Obese,Good,0,174,174,0,0.0
Adult,0,4,6,Obese,Good,1,5,4,-1,20.0
Adult,0,4,6,Obese,Good,2,15,17,2,13.33
Adult,0,4,6,Obese,Poor,0,84,86,2,2.38
Adult,0,4,6,Obese,Poor,1,5,5,0,0.0
Adult,0,4,6,Obese,Poor,2,35,36,1,2.86
Adult,0,4,6,Overweight,Fair,0,111,110,-1,0.9
Adult,0,4,6,Overweight,Fair,1,2,2,0,0.0
Adult,0,4,6,Overweight,Fair,2,16,16,0,0.0
Adult,0,4,6,Overweight,Good,0,181,179,-2,1.1
Adult,0,4,6,Overweight,Good,1,1,0,-1,100.0
Adult,0,4,6,Overweight,Good,2,5,6,1,20.0
Adult,0,4,6,Overweight,Poor,0,35,36,1,2.86
Adult,0,4,6,Overweight,Poor,1,1,1,0,0.0
Adult,0,4,6,Overweight,Poor,2,7,8,1,14.29
Adult,0,4,6,Underweight,Fair,0,6,7,1,16.67
Adult,0,4,6,Underweight,Good,0,12,12,0,0.0
Adult,0,4,7,Normal,Fair,0,73,73,0,0.0
Adult,0,4,7,Normal,Fair,2,1,1,0,0.0
Adult,0,4,7,Normal,Good,0,193,191,-2,1.04
Adult,0,4,7,Normal,Good,1,1,1,0,0.0
Adult,0,4,7,Normal,Poor,0,27,26,-1,3.7
Adult,0,4,7,Normal,Poor,1,1,1,0,0.0
Adult,0,4,7,Normal,Poor,2,2,2,0,0.0
Adult,0,4,7,Obese,Fair,0,169,169,0,0.0
Adult,0,4,7,Obese,Fair,1,4,5,1,25.0
Adult,0,4,7,Obese,Fair,2,32,32,0,0.0
Adult,0,4,7,Obese,Good,0,185,185,0,0.0
Adult,0,4,7,Obese,Good,1,4,6,2,50.0
Adult,0,4,7,Obese,Good,2,14,14,0,0.0
Adult,0,4,7,Obese,Poor,0,63,64,1,1.59
Adult,0,4,7,Obese,Poor,1,3,2,-1,33.33
Adult,0,4,7,Obese,Poor,2,44,45,1,2.27
Adult,0,4,7,Overweight,Fair,0,106,106,0,0.0
Adult,0,4,7,Overweight,Fair,1,3,2,-1,33.33
Adult,0,4,7,Overweight,Fair,2,10,10,0,0.0
Adult,0,4,7,Overweight,Good,0,210,211,1,0.48
Adult,0,4,7,Overweight,Good,1,1,1,0,0.0
Adult,0,4,7,Overweight,Good,2,6,6,0,0.0
Adult,0,4,7,Overweight,Poor,0,31,33,2,6.45
Adult,0,4,7,Overweight,Poor,2,8,3,-5,62.5
Adult,0,4,7,Underweight,Fair,0,4,3,-1,25.0
Adult,0,4,7,Underweight,Fair,1,1,1,0,0.0
Adult,0,4,7,Underweight,Good,0,8,6,-2,25.0
Adult,0,4,8,Normal,Fair,0,97,98,1,1.03
Adult,0,4,8,Normal,Fair,1,1,0,-1,100.0
Adult,0,4,8,Normal,Fair,2,4,4,0,0.0
Adult,0,4,8,Normal,Good,0,354,355,1,0.28
Adult,0,4,8,Normal,Good,1,2,2,0,0.0
Adult,0,4,8,Normal,Good,2,1,1,0,0.0
Adult,0,4,8,Normal,Poor,0,23,23,0,0.0
Adult,0,4,8,Normal,Poor,1,1,0,-1,100.0
Adult,0,4,8,Normal,Poor,2,3,2,-1,33.33
Adult,0,4,8,Obese,Fair,0,184,184,0,0.0
Adult,0,4,8,Obese,Fair,1,4,5,1,25.0
Adult,0,4,8,Obese,Fair,2,31,30,-1,3.23
Adult,0,4,8,Obese,Good,0,235,234,-1,0.43
Adult,0,4,8,Obese,Good,1,4,4,0,0.0
Adult,0,4,8,Obese,Good,2,8,9,1,12.5
Adult,0,4,8,Obese,Poor,0,46,46,0,0.0
Adult,0,4,8,Obese,Poor,1,2,6,4,200.0
Adult,0,4,8,Obese,Poor,2,19,18,-1,5.26
Adult,0,4,8,Overweight,Fair,0,128,129,1,0.78
Adult,0,4,8,Overweight,Fair,2,14,13,-1,7.14
Adult,0,4,8,Overweight,Good,0,343,340,-3,0.87
Adult,0,4,8,Overweight,Good,1,1,1,0,0.0
Adult,0,4,8,Overweight,Good,2,14,14,0,0.0
Adult,0,4,8,Overweight,Poor,0,37,36,-1,2.7
Adult,0,4,8,Overweight,Poor,1,2,1,-1,50.0
Adult,0,4,8,Overweight,Poor,2,8,10,2,25.0
Adult,0,4,8,Underweight,Good,0,15,14,-1,6.67
Adult,0,4,8,Underweight,Poor,0,5,4,-1,20.0
Adult,0,4,8,Underweight,Poor,2,1,4,3,300.0
